Name,Team,Goals,Assists,Points
Erik Johnson,PHI,0,10,10
Rasmus Ristolainen,PHI,0,11,11
Sidney Crosby,PIT,40,42,82
Evgeni Malkin,PIT,35,40,75
Bryan Rust,PIT,26,27,53
Rickard Rakell,PIT,17,17,34
Michael Bunting,PIT,18,44,62
Drew O'Connor,PIT,16,10,26
Lars Eller,PIT,12,23,35
Kevin Hayes,PIT,8,25,33
Cody Glass,PIT,4,15,19
Noel Acciari,PIT,8,7,15
Blake Lizotte,PIT,14,23,37
Anthony Beauvilier,PIT,2,13,15
Jesse Puljujarvi,PIT,0,1,1
Erik Karlsson,PIT,22,43,65
Kris Letang,PIT,8,26,34
Marcus Pettersson,PIT,3,20,23
Ryan Graves,PIT,3,7,10
Matt Grzelyck,PIT,1,15,16
Sebastian Aho,PIT,0,4,4
Jack Hughes,NJ,34,47,81
Nico Hischier,NJ,43,47,90
Jesper Bratt,NJ,33,45,78
Timo Meier,NJ,25,29,54
Dawson Mercer,NJ,29,20,49
Erik Haula,NJ,18,42,60
Ondrej Palat,NJ,10,26,36
Tomas Tatar,NJ,12,14,26
Stefan Noesen,NJ,6,27,33
Curtis Lazar,NJ,9,16,25
Nathan Bastian,NJ,6,9,15
Paul Cotter,NJ,8,12,20
Dougie Hamilton,NJ,15,28,43
Jonas Siegenthaler,NJ,2,11,13
Brett Pesce,NJ,5,17,22
Brenden Dillon,NJ,1,17,18
Johnathan Kovacevic,NJ,0,13,13
Simon Nemec,NJ,0,12,12
Luke Hughes,NJ,1,1,2
Kurtis MacDermid,NJ,1,2,3
Nick DeSimone,NJ,1,1,2
Mat Barzal,NYI,19,60,79
Bo Horvat,NYI,43,34,77
Brock Nelson,NYI,39,42,81
Kyle Palmieri,NYI,23,34,57
Anthony Duclair,NYI,26,37,63
Maxim Tsyplakov,NYI,22,32,54
Anders Lee,NYI,11,10,21
JG Pageau,NYI,10,20,30
Simon Holmstrom,NYI,19,12,31
Casey Cizikas,NYI,3,8,11
Kyle MacLean,NYI,13,9,22
Oliver Wahlstrom,NYI,6,11,17
Hudson Fasching,NYI,0,3,3
Julien Gauthier,NYI,3,2,5
Pierre Engvall,NYI,3,4,7
Noah Dobson,NYI,8,23,31
Ryan Pulock,NYI,2,24,26
Adam Pelech,NYI,2,19,21
Alexander Romanov,NYI,2,15,17
Scott Mayfield,NYI,2,16,18
Mike Reilly,NYI,1,20,21
Samuel Bolduc,NYI,0,0,0
Artemi Panarin,NYR,35,46,81
Mika Zibanejad,NYR,32,42,74
Vincent Trocheck,NYR,23,43,66
Chris Kreider,NYR,24,19,43
Filip Chytil,NYR,21,30,51
Alexis Lafreniere,NYR,23,26,49
Kaapo Kakko,NYR,12,12,24
Reilly Smith,NYR,6,26,32
Will Cuylle,NYR,15,10,25
Matt Rempe,NYR,8,3,11
Jimmy Vesey,NYR,9,8,17
Sam Carrick,NYR,6,8,14
Adam Edstrom,NYR,2,2,4
Adam Fox,NYR,15,46,61
K'Andre Miller,NYR,12,21,33
Ryan Lindgren,NYR,0,21,21
Jacob Trouba,NYR,1,22,23
Zachary Jones,NYR,4,8,12
Braden Schneider,NYR,2,10,12
Chad Ruhwedel,NYR,1,2,3
Alexander Ovechkin,WSH,31,31,62
Tom Wilson,WSH,27,17,44
Dylan Strome,WSH,26,32,58
Pierre-Luc Dubois,WSH,11,32,43
Andrew Mangiapane,WSH,18,31,49
Connor McMichael,WSH,18,33,51
Sonny Milano,WSH,13,25,38
Hendrix Lapierre,WSH,14,15,29
Taylor Raddysh,WSH,9,5,14
Nic Dowd,WSH,14,7,21
Aliaksi Protas,WSH,7,17,24
Brandon Duhaime,WSH,7,14,21
TJ Oshie,WSH,0,1,1
John Carlson,WSH,20,33,53
Jakob Chychrun,WSH,6,27,33
Matt Roy,WSH,2,14,16
Rasmus Sandin,WSH,4,21,25
Trevor Van Riemsdyk,WSH,1,6,7
Martin Fehervary,WSH,3,7,10
Ethan Bear,WSH,1,1,2
Clayton Keller,UT,33,37,70
Barrett Hayton,UT,8,21,29
Nick Schmaltz,UT,30,40,70
Lawson Crouse,UT,22,25,47
Logan Cooley,UT,26,20,46
Dylan Guenther,UT,21,25,46
Mattias Maccelli,UT,12,19,31
Josh Doan,UT,7,14,21
Nick Bjugstad,UT,10,14,24
Alex Kerfoot,UT,6,17,23
Jack McBain,UT,12,11,23
Kevin Stenlund,UT,6,9,15
Michael Carcone,UT,3,1,4
Mikhail Sergachev,UT,16,32,48
Sean Durzi,UT,4,16,20
John Marino,UT,1,18,19
Juuso Valimaki,UT,2,19,21
Ian Cole,UT,0,10,10
Michael Kesselring,UT,0,14,14
Connor Bedard,CHI,23,45,68
Tyler Bertuzzi,CHI,23,37,60
Teuvo Teravainen,CHI,33,41,74
Andreas Athanasiou,CHI,18,29,47
Philip Kurashev,CHI,19,19,38
Taylor Hall,CHI,20,30,50
Jason Dickinson,CHI,19,4,23
Nick Foligno,CHI,7,29,36
Ilya Mikheyev,CHI,14,27,41
Craig Smith,CHI,11,8,19
Ryan Donato,CHI,12,9,21
Lukas Reichel,CHI,5,14,19
Joey Anderson,CHI,0,3,3
Patrick Maroon,CHI,1,5,6
Frank Nazar,CHI,1,3,4
Nolan Slaggert,CHI,1,3,4
Seth Jones,CHI,17,32,49
Alex Vlassic,CHI,4,19,23
Connor Murphy,CHI,5,8,13
Kevin Korchinski,CHI,2,8,10
Alec Martinez,CHI,2,10,12
TJ Brodie,CHI,0,13,13
Nathan MacKinnon,COL,47,50,97
Mikko Rantanen,COL,51,47,98
Jonathan Drouin,COL,25,51,76
Casey Mittelstadt,COL,20,34,54
Artturi Lehkonen,COL,23,33,56
Nikolai Kovalenko,COL,24,33,57
Ross Colton,COL,13,18,31
Miles Wood,COL,5,21,26
Logan O'Connor,COL,6,34,40
Parker Kelly,COL,5,10,15
Chris Wagner,COL,4,5,9
Joel Kiviranta,COL,1,3,4
Gabriel Landeskog,COL,1,2,3
Cale Makar,COL,22,34,56
Devon Toews,COL,9,23,32
Samuel Girard,COL,2,18,20
Josh Manson,COL,4,18,22
Oliver Kylington,COL,1,6,7
Calvin deHaan,COL,2,12,14
Keaton Middleton,COL,2,1,3
Jason Robertson,DAL,42,48,90
Roope Hintz,DAL,43,42,85
Wyatt Johnston,DAL,28,38,66
Jamie Benn,DAL,26,35,61
Tyler Seguin,DAL,25,31,56
Matt Duchene,DAL,23,34,57
Mason Marchment,DAL,18,29,47
Evgeni Dadonov,DAL,11,17,28
Logan Stankoven,DAL,15,30,45
Sam Steel,DAL,6,11,17
Colin Blackwell,DAL,7,23,30
Mavrik Bourque,DAL,11,10,21
Miro Heiskanen,DAL,13,30,43
Esa Lindell,DAL,12,36,48
Thomas Harley,DAL,2,23,25
Ilya Lyubushkin,DAL,0,12,12
Matt Dumba,DAL,0,5,5
Nils Lundkvist,DAL,0,16,16
Brendan Smith,DAL,0,3,3
Kirill Kaprizov,MIN,43,36,79
Matthew Boldy,MIN,35,42,77
Joel Eriksson-Ek,MIN,17,49,66
Mats Zuccarello,MIN,27,39,66
Marcus Foligno,MIN,22,26,48
Ryan Hartman,MIN,32,32,64
Frederick Gaudreau,MIN,8,15,23
Marcus Johansson,MIN,9,11,20
Marco Rossi,MIN,16,9,25
Marat Kushnutdinov,MIN,13,9,22
Yakov Trenin,MIN,9,3,12
Jakub Lauko,MIN,0,17,17
Liam Ohgren,MIN,1,0,1
Brock Faber,MIN,7,32,39
Jonas Brodin,MIN,6,20,26
Jared Spurgeon,MIN,2,26,28
Jake Middleton,MIN,0,22,22
Zach Bogosian,MIN,1,17,18
Jon Merrill,MIN,2,5,7
Filip Forsberg,NSH,33,51,84
Ryan O'Reilly,NSH,28,27,55
Jonathan Marchessault,NSH,30,38,68
Gustav Nyquist,NSH,28,40,68
Steven Stamkos,NSH,34,32,66
Tommy Novak,NSH,27,27,54
Colton Sissons,NSH,4,18,22
Mark Jankowski,NSH,12,6,18
Luke Evangelista,NSH,10,31,41
Cole Smith,NSH,6,14,20
Michael McCarron,NSH,12,9,21
Phil Tomasino,NSH,7,12,19
Juuso Parssinen,NSH,0,1,1
Roman Josi,NSH,22,43,65
Brady Skjei,NSH,6,19,25
Dante Fabbro,NSH,1,28,29
Alexandre Carrier,NSH,3,20,23
Jeremy Lauzon,NSH,1,4,5
Spencer Stastney,NSH,2,8,10
Luke Schenn,NSH,1,3,4
Robert Thomas,STL,36,38,74
Jordan Kyrou,STL,34,39,73
Pavel Buchnevich,STL,31,25,56
Brayden Schenn,STL,23,30,53
Jake Neighbours,STL,22,12,34
Brandon Saad,STL,20,30,50
Radek Faksa,STL,6,19,25
Mathieu Joseph,STL,5,24,29
Dylan Holloway,STL,16,11,27
Alexey Toropchenko,STL,9,5,14
Oskar Sundqvist,STL,5,16,21
Alexandre Texier,STL,4,21,25
Kasperi Kapanen,STL,1,1,2
Colton Parayko,STL,13,18,31
Nick Leddy,STL,6,27,33
Justin Faulk,STL,3,24,27
Philip Broberg,STL,0,14,14
Ryan Suter,STL,0,12,12
Scott Perunovich,STL,0,12,12
Torey Krug,STL,0,3,3
Kyle Connor,WPG,47,23,70
Mark Scheifele,WPG,35,40,75
Gabriel Vilardi,WPG,25,39,64
Cole Perfetti,WPG,19,26,45
Nikolai Ehlers,WPG,24,40,64
Alex Iafallo,WPG,11,30,41
Nino Niederreiter,WPG,12,15,27
Mason Appleton,WPG,10,18,28
Adam Lowry,WPG,7,13,20
Vladislav Namestnikov,WPG,5,7,12
Morgan Barron,WPG,7,8,15
Rasmus Kupari,WPG,4,7,11
Josh Morrissey,WPG,9,46,55
Dylan DeMelo,WPG,5,27,32
Neal Pionk,WPG,2,17,19
Dylan Samberg,WPG,3,20,23
Logan Stanley,WPG,2,6,8
Colin Miller,WPG,3,6,9
Troy Terry,ANA,25,43,68
Alex Killorn,ANA,22,35,57
Leo Carlsson,ANA,36,23,59
Frank Vatrano,ANA,23,21,44
Trevor Zegras,ANA,18,38,56
Cutter Gauthier,ANA,15,24,39
Ryan Strome,ANA,6,18,24
Robby Fabbri,ANA,12,9,21
Mason McTavish,ANA,12,21,33
Brett Leason,ANA,14,6,20
Brock McGinn,ANA,5,5,10
Isac Lundestrom,ANA,11,15,26
Sam Colangelo,ANA,1,3,4
Ross Johnston,ANA,0,5,5
Cam Fowler,ANA,7,19,26
Pavel Mintyukov,ANA,7,15,22
Radko Gudas,ANA,2,19,21
Brian Dumoulin,ANA,0,20,20
Olen Zellweger,ANA,3,9,12
Gustav Lindstrom,ANA,2,12,14
Blake Coleman,CGY,28,24,52
Mikael Backlund,CGY,17,27,44
Jonathan Huberdeau,CGY,23,38,61
Andrei Kuzmenko,CGY,27,32,59
Nazem Kadri,CGY,21,44,65
Connor Zary,CGY,25,26,51
Yegor Sharangovich,CGY,16,14,30
Martin Pospisil,CGY,10,20,30
Anthony Mantha,CGY,13,13,26
Kevin Rooney,CGY,9,4,13
Ryan Lomberg,CGY,7,10,17
Walker Dueher,CGY,9,16,25
Dryden Hunt,CGY,2,3,5
MacKenzie Weegar,CGY,8,22,30
Rasmus Andersson,CGY,8,21,29
Kevin Bahl,CGY,1,14,15
Danill Miromanov,CGY,3,16,19
Tyson Barrie,CGY,1,14,15
Jake Bean,CGY,0,17,17
Brayden Pachal,CGY,1,2,3
Joel Hanley,CGY,0,0,0
Connor McDavid,EDM,48,63,111
Leon Draisaitl,EDM,36,43,79
Ryan Nugent-Hopkins,EDM,13,41,54
Zach Hyman,EDM,33,29,62
Jeff Skinner,EDM,24,33,57
Viktor Arvidsson,EDM,27,18,45
Mattias Janmark,EDM,4,15,19
Connor Brown,EDM,3,12,15
Adam Henrique,EDM,14,22,36
Derek Ryan,EDM,3,7,10
Corey Perry,EDM,10,12,22
Vasaily Podkolzin,EDM,6,6,12
Evander Kane,EDM,1,0,1
Darnell Nurse,EDM,7,30,37
Evan Bouchard,EDM,9,32,41
Mattias Ekholm,EDM,5,24,29
Brett Kulak,EDM,1,13,14
Troy Stecher,EDM,1,10,11
Ty Emberson,EDM,2,11,13
Josh Brown,EDM,1,3,4
Anze Kopitar,LA,43,38,81
Adrian Kempe,LA,46,34,80
Kevin Fiala,LA,35,53,88
Quinton Byfield,LA,18,42,60
Phillip Danault,LA,22,30,52
Arthur Kaliyev,LA,14,31,45
Trevor Moore,LA,19,25,44
Alexis Lafferiere,LA,8,12,20
Warren Foegle,LA,7,28,35
Tanner Jeannot,LA,9,8,17
Trevor Lewis,LA,7,15,22
Alex Turcotte,LA,2,11,13
Drew Doughty,LA,1,2,3
Mikey Anderson,LA,3,16,19
Vladislav Gavrikov,LA,2,19,21
Brandt Clarke,LA,6,12,18
Jordan Spence,LA,4,24,28
Kyle Burroughs,LA,2,8,10
Joel Edmundson,LA,0,5,5
Andreas Englund,LA,1,2,3
Jacob Moverare,LA,0,2,2
Macklin Celebrini,SJ,31,34,65
William Eklund,SJ,25,33,58
Tyler Toffoli,SJ,26,43,69
Mikael Granlund,SJ,15,31,46
Fabian Zetterlund,SJ,23,23,46
Alexander Wennberg,SJ,18,25,43
Will Smith,SJ,18,16,34
Thomas Bordeleau,SJ,16,12,28
Luke Kunin,SJ,7,16,23
Nico Sturm,SJ,6,8,14
Barclay Goodrow,SJ,8,21,29
Ty Dellandrea,SJ,3,25,28
Klim Kostin,SJ,2,5,7
Logan Couture,SJ,3,4,7
Carl Grundstrom,SJ,3,3,6
Mario Ferraro,SJ,1,10,11
Cody Ceci,SJ,5,6,11
Jan Rutta,SJ,1,8,9
Jake Walman,SJ,2,17,19
Matt Benning,SJ,0,9,9
Marc-Eduoard Vlassic,SJ,1,12,13
Jared McCann,SEA,28,32,60
Matty Beniers,SEA,34,29,63
Jordan Eberle,SEA,20,45,65
Yanni Gourde,SEA,15,23,38
Oliver Bjorkstrand,SEA,17,29,46
Chandler Stephenson,SEA,21,25,46
Eeli Tolvanen,SEA,12,17,29
Andre Burakovsky,SEA,11,24,35
Jaden Schwartz,SEA,11,20,31
Brandon Tanev,SEA,5,10,15
Shane Wright,SEA,12,8,20
Tye Kartye,SEA,12,7,19
Vince Dunn,SEA,6,18,24
Adam Larsson,SEA,7,16,23
Jamie Oleksiak,SEA,3,10,13
Brandon Montour,SEA,2,22,24
William Borgen,SEA,1,14,15
Ryker Evans,SEA,0,8,8
Josh Mahura,SEA,1,4,5
Elias Pettersson,VAN,31,46,77
JT Miller,VAN,38,31,69
Jake DeBrusk,VAN,23,33,56
Brock Boeser,VAN,23,24,47
Conor Garland,VAN,19,28,47
Daniel Sprong,VAN,21,33,54
Pius Suter,VAN,12,21,33
Nils Hoglander,VAN,18,11,29
Dakota Joshua,VAN,11,18,29
Teddy Blueger,VAN,1,16,17
Danton Heinen,VAN,3,15,18
Kieffer Sherwood,VAN,5,17,22
Nils Aman,VAN,0,1,1
Phil Di Gisueppe,VAN,0,1,1
Quinn Hughes,VAN,18,44,62
Filip Hronek,VAN,5,20,25
Carson Soucy,VAN,6,9,15
Tyler Myers,VAN,0,15,15
Derek Forbort,VAN,0,12,12
Vincent Desharnais,VAN,0,10,10
Mark Friedman,VAN,0,1,1
Erik Brannstrom,VAN,1,1,2
Jack Eichel,VGK,55,38,93
Mark Stone,VGK,34,64,98
Tomas Hertl,VGK,23,40,63
William Karlsson,VGK,27,29,56
Ivan Barbashev,VGK,22,35,57
Victor Olofsson,VGK,37,17,54
Brett Howden,VGK,13,14,27
Alexander Holtz,VGK,7,22,29
Pavel Dorofeyev,VGK,11,15,26
Keegan Kolesar,VGK,4,18,22
Jonas Rondbjerg,VGK,4,16,20
Nicolas Roy,VGK,11,21,32
Alex Pietrangelo,VGK,10,29,39
Noah Hanafin,VGK,8,21,29
Shea Theodore,VGK,4,40,44
Brayden McNabb,VGK,0,19,19
Nick Hague,VGK,1,8,9
Zach Whitecloud,VGK,3,7,10
Brad Marchand,BOS,25,39,64
David Pastrnak,BOS,42,36,78
Elias Lindholm,BOS,19,43,62
Charlie Coyle,BOS,23,13,36
Pavel Zacha,BOS,15,22,37
Trent Frederic,BOS,19,22,41
Morgan Geekie,BOS,10,19,29
John Beecher,BOS,15,7,22
Mark Kastelic,BOS,9,8,17
Patrick Brown,BOS,4,7,11
Justin Brazeau,BOS,8,6,14
Max Jones,BOS,4,18,22
Charlie McAvoy,BOS,11,40,51
Hampus Lindholm,BOS,3,31,34
Brandon Carlo,BOS,3,15,18
Nikita Zadorov,BOS,2,16,18
Andrew Peeke,BOS,1,3,4
Mason Lohrei,BOS,1,5,6
Parker Wotherspoon,BOS,1,3,4
Tage Thompson,BUF,30,48,78
Alex Tuch,BUF,21,34,55
JJ Peterka,BUF,36,28,64
Dylan Cozens,BUF,24,28,52
Jack Quinn,BUF,17,30,47
Jason Zucker,BUF,20,18,38
Jordan Greenway,BUF,12,9,21
Zach Benson,BUF,7,23,30
Ryan McLeod,BUF,9,18,27
Sam Lafferty,BUF,6,10,16
Nicolas Aube-Kubel,BUF,5,10,15
Beck Malenstyn,BUF,6,6,12
Peyton Krebs,BUF,0,1,1
Rasmus Dahlin,BUF,18,27,45
Owen Power,BUF,7,26,33
Bowen Byram,BUF,3,15,18
Henri Jokijarju,BUF,0,19,19
Connor Clifton,BUF,1,17,18
Mattias Samuelsson,BUF,0,6,6
Jacob Bryson,BUF,0,3,3
Dylan Larkin,DET,38,56,94
Lucas Raymond,DET,38,30,68
Alex DeBrincat,DET,27,30,57
Patrick Kane,DET,25,32,57
JT Compher,DET,16,31,47
Vladimir Tarasenko,DET,29,43,72
Andrew Copp,DET,9,22,31
Michael Rasmussen,DET,12,23,35
Jonatan Berggren,DET,21,30,51
Joe Veleno,DET,9,12,21
Christian Fischer,DET,3,17,20
Tyler Motte,DET,6,14,20
Austin Watson,DET,6,10,16
Moritz Seider,DET,16,26,42
Ben Chiarot,DET,7,17,24
Jeff Petry,DET,2,24,26
Simon Edvinsson,DET,2,8,10
Erik Gustafsson,DET,0,17,17
Olli Maatta,DET,1,8,9
Justin Holl,DET,1,0,1
Matthew Tkachuk,FLA,31,51,82
Aleksander Barkov,FLA,32,51,83
Sam Reinhart,FLA,57,40,97
Sam Bennett,FLA,24,31,55
Carter Verhaeghe,FLA,36,27,63
Evan Rodrigues,FLA,7,32,39
Eetu Luostarainen,FLA,8,17,25
Jonah Gadjovich,FLA,2,9,11
Anton Lundell,FLA,7,20,27
Jesper Boqvist,FLA,8,16,24
AJ Greer,FLA,4,11,15
Tomas Nosek,FLA,7,16,23
Aaron Ekblad,FLA,5,25,30
Gustav Forsling,FLA,9,26,35
Dimitry Kulikov,FLA,2,15,17
Niko Mikkola,FLA,4,14,18
Nate Schmidt,FLA,0,10,10
Adam Boqvist,FLA,3,9,12
Uvis Balinskis,FLA,1,2,3
Tobias Bjornfoot,FLA,2,3,5
John Ludvig,FLA,3,5,8
Nick Suzuki,MTL,32,31,63
Cole Caufield,MTL,25,24,49
Juraj Slafkovsky,MTL,26,21,47
Patrik Laine,MTL,3,1,4
Kriby Dach,MTL,11,12,23
Alex Newhook,MTL,16,25,41
Josh Anderson,MTL,6,11,17
Christian Dvorak,MTL,11,17,28
Rafael Harvey-Pinard,MTL,10,21,31
Brendan Gallagher,MTL,6,18,24
Joel Armia,MTL,18,10,28
Jake Evans,MTL,3,16,19
Joshua Roy,MTL,10,17,27
Michael Pezzetta,MTL,1,2,3
Mike Matheson,MTL,9,35,44
David Savard,MTL,6,20,26
Kaiden Guhle,MTL,6,19,25
Justin Barron,MTL,0,21,21
Lane Hutson,MTL,1,8,9
Arber Xhekaj,MTL,1,5,6
Tim Stuetzle,OTT,26,51,77
Claude Giroux,OTT,35,39,74
Brady Tkachuk,OTT,32,56,88
Drake Batherson,OTT,26,30,56
Shane Pinto,OTT,10,34,44
Josh Norris,OTT,31,13,44
David Perron,OTT,20,20,40
Ridley Greig,OTT,12,25,37
Michael Amadio,OTT,15,18,33
Zack MacEwen,OTT,5,9,14
Noah Gregor,OTT,3,11,14
Nick Cousins,OTT,2,5,7
Jake Sanderson,OTT,6,27,33
Thomas Chabot,OTT,7,20,27
Artem Zub,OTT,3,23,26
Nick Jensen,OTT,3,15,18
Travis Hamonic,OTT,2,3,5
Jacob Bernard-Docker,OTT,1,9,10
Nikita Kucherov,TB,51,53,104
Brayden Point,TB,48,36,84
Jake Guentzel,TB,17,60,77
Brandon Hagel,TB,25,37,62
Anthony Cirelli,TB,28,30,58
Nicholas Paul,TB,25,12,37
Conor Sheary,TB,18,26,44
Mikey Eyssimont,TB,5,19,24
Cam Atkinson,TB,8,23,31
Zemgus Girgensons,TB,12,6,18
Luke Glendening,TB,6,5,11
Mitchell Chaffee,TB,9,2,11
Victor Hedman,TB,16,45,61
Erik Cernak,TB,2,24,26
Ryan McDonagh,TB,2,21,23
Darren Raddysh,TB,4,26,30
JJ Moser,TB,1,13,14
Nick Perbix,TB,1,21,22
Auston Matthews,TOR,44,34,78
William Nylander,TOR,37,50,87
Mitch Marner,TOR,49,50,99
John Tavares,TOR,17,30,47
Matthew Knies,TOR,24,39,63
Max Domi,TOR,16,43,59
Nicholas Robertson,TOR,13,23,36
Max Pacioretty,TOR,14,21,35
Pontus Holmberg,TOR,17,26,43
David Kampf,TOR,9,9,18
Connor Dewar,TOR,4,11,15
Bobby McMann,TOR,12,9,21
Ryan Reaves,TOR,1,3,4
Steven Lorentz,TOR,1,2,3
Calle Jarnkrok,TOR,1,3,4
Morgan Rielly,TOR,14,44,58
Chris Tanev,TOR,8,18,26
Oliver Ekman-Larsson,TOR,3,20,23
Jake McCabe,TOR,3,23,26
Simon Benoit,TOR,2,2,4
Timothy Liljgren,TOR,0,9,9
Conor Timmins,TOR,0,4,4
Sebastian Aho,CAR,49,56,105
Andrei Svechnikov,CAR,31,37,68
Seth Jarvis,CAR,44,35,79
Jesperi Kotkaniemi,CAR,30,21,51
Martin Necas,CAR,26,37,63
Jesper Fast,CAR,18,27,45
Jack Drury,CAR,3,29,32
Jordan Staal,CAR,10,24,34
Jack Roslovic,CAR,15,26,41
Tyson Jost,CAR,10,16,26
William Carrier,CAR,10,9,19
Jordan Martinook,CAR,6,24,30
Brendan Lemieux,CAR,1,5,6
Eric Robinson,CAR,0,1,1
Ryan Suzuki,CAR,1,4,5
Jaccob Slavin,CAR,6,28,34
Brent Burns,CAR,10,36,46
Sean Walker,CAR,5,20,25
Dimitry Orlov,CAR,5,13,18
Shayne Gostisbehere,CAR,5,20,25
Jalen Chatfield,CAR,1,12,13
Boone Jenner,CBJ,36,23,59
Kirill Marchenko,CBJ,34,21,55
Sean Monahan,CBJ,20,38,58
Adam Fantilli,CBJ,23,25,48
Kent Johnson,CBJ,18,35,53
Yegor Chinakhov,CBJ,27,16,43
Cole Sillinger,CBJ,3,14,17
James van Riemsdyk,CBJ,15,27,42
Dimitri Voronkov,CBJ,7,23,30
Sean Kuraly,CBJ,17,11,28
Mathieu Olivier,CBJ,1,15,16
Justin Danforth,CBJ,9,12,21
Gavin Brindley,CBJ,0,4,4
Zach Werenski,CBJ,13,40,53
Ivan Provorov,CBJ,9,23,32
Jordan Harris,CBJ,3,20,23
Damon Severson,CBJ,2,30,32
Erik Gudbranson,CBJ,0,9,9
Jack Johnson,CBJ,0,4,4
Travis Konecny,PHI,30,43,73
Owen Tippett,PHI,43,32,75
Tyson Foerster,PHI,37,23,60
Matvei Michkov,PHI,23,33,56
Sean Couturier,PHI,7,34,41
Joel Farabee,PHI,23,27,50
Scott Laughton,PHI,6,16,22
Morgan Frost,PHI,8,23,31
Noah Cates,PHI,9,14,23
Garnet Hathaway,PHI,12,11,23
Ryan Poehling,PHI,6,14,20
Bobby Brink,PHI,7,10,17
Nicolas Deslauriers,PHI,0,1,1
Travis Sanheim,PHI,12,32,44
Cam York,PHI,5,18,23
Nick Seeler,PHI,2,23,25
Jamie Drysdale,PHI,5,19,24
Erik Johnson,PHI,0,10,10
Rasmus Ristolainen,PHI,0,8,8
Sidney Crosby,PIT,40,62,102
Evgeni Malkin,PIT,40,38,78
Bryan Rust,PIT,35,32,67
Rickard Rakell,PIT,27,14,41
Michael Bunting,PIT,24,49,73
Drew O'Connor,PIT,12,21,33
Lars Eller,PIT,20,21,41
Kevin Hayes,PIT,16,27,43
Cody Glass,PIT,5,20,25
Noel Acciari,PIT,8,8,16
Blake Lizotte,PIT,7,22,29
Anthony Beauvilier,PIT,5,13,18
Jesse Puljujarvi,PIT,1,1,2
Erik Karlsson,PIT,20,64,84
Kris Letang,PIT,16,22,38
Marcus Pettersson,PIT,1,23,24
Ryan Graves,PIT,2,10,12
Matt Grzelyck,PIT,0,12,12
Sebastian Aho,PIT,3,10,13
Jack Hughes,NJ,40,42,82
Nico Hischier,NJ,33,53,86
Jesper Bratt,NJ,46,43,89
Timo Meier,NJ,34,30,64
Dawson Mercer,NJ,27,29,56
Erik Haula,NJ,20,42,62
Ondrej Palat,NJ,10,25,35
Tomas Tatar,NJ,16,18,34
Stefan Noesen,NJ,2,24,26
Curtis Lazar,NJ,4,17,21
Nathan Bastian,NJ,2,9,11
Paul Cotter,NJ,7,12,19
Dougie Hamilton,NJ,13,31,44
Jonas Siegenthaler,NJ,2,17,19
Brett Pesce,NJ,4,13,17
Brenden Dillon,NJ,2,17,19
Johnathan Kovacevic,NJ,2,6,8
Simon Nemec,NJ,1,18,19
Luke Hughes,NJ,5,2,7
Kurtis MacDermid,NJ,2,3,5
Nick DeSimone,NJ,3,3,6
Mat Barzal,NYI,18,51,69
Bo Horvat,NYI,35,29,64
Brock Nelson,NYI,37,31,68
Kyle Palmieri,NYI,16,26,42
Anthony Duclair,NYI,20,23,43
Maxim Tsyplakov,NYI,12,27,39
Anders Lee,NYI,12,11,23
JG Pageau,NYI,11,14,25
Simon Holmstrom,NYI,18,15,33
Casey Cizikas,NYI,5,11,16
Kyle MacLean,NYI,15,17,32
Oliver Wahlstrom,NYI,5,7,12
Hudson Fasching,NYI,0,7,7
Julien Gauthier,NYI,2,2,4
Pierre Engvall,NYI,1,4,5
Noah Dobson,NYI,10,26,36
Ryan Pulock,NYI,5,13,18
Adam Pelech,NYI,3,24,27
Alexander Romanov,NYI,4,17,21
Scott Mayfield,NYI,0,13,13
Mike Reilly,NYI,0,11,11
Samuel Bolduc,NYI,1,0,1
Artemi Panarin,NYR,43,40,83
Mika Zibanejad,NYR,29,34,63
Vincent Trocheck,NYR,33,37,70
Chris Kreider,NYR,22,25,47
Filip Chytil,NYR,9,27,36
Alexis Lafreniere,NYR,20,20,40
Kaapo Kakko,NYR,9,16,25
Reilly Smith,NYR,8,22,30
Will Cuylle,NYR,11,7,18
Matt Rempe,NYR,4,6,10
Jimmy Vesey,NYR,8,6,14
Sam Carrick,NYR,4,9,13
Adam Edstrom,NYR,2,1,3
Adam Fox,NYR,16,32,48
K'Andre Miller,NYR,4,22,26
Ryan Lindgren,NYR,0,20,20
Jacob Trouba,NYR,0,19,19
Zachary Jones,NYR,2,15,17
Braden Schneider,NYR,0,11,11
Chad Ruhwedel,NYR,1,3,4
Alexander Ovechkin,WSH,35,32,67
Tom Wilson,WSH,25,24,49
Dylan Strome,WSH,33,35,68
Pierre-Luc Dubois,WSH,12,31,43
Andrew Mangiapane,WSH,22,34,56
Connor McMichael,WSH,18,33,51
Sonny Milano,WSH,20,22,42
Hendrix Lapierre,WSH,14,14,28
Taylor Raddysh,WSH,6,7,13
Nic Dowd,WSH,8,18,26
Aliaksi Protas,WSH,5,14,19
Brandon Duhaime,WSH,8,12,20
TJ Oshie,WSH,1,1,2
John Carlson,WSH,20,38,58
Jakob Chychrun,WSH,3,15,18
Matt Roy,WSH,2,25,27
Rasmus Sandin,WSH,3,14,17
Trevor Van Riemsdyk,WSH,1,19,20
Martin Fehervary,WSH,1,8,9
Ethan Bear,WSH,1,2,3
Clayton Keller,UT,35,37,72
